title,url,description,job_levels,languages,assessment_length_minutes,remote_testing,adaptive_irt,test_type_codes,test_types,downloads
Smart Interview Live Coding,https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,"Smart Interview Live Coding is a real-time online coding interview, with a compiler interface. It enables one-to-one, panel and group interviews. Use Smart Interview Live Coding to comprehensively evaluate candidates’ skills across various technical roles and hire the best coding talent. The language availability for the candidate and interviewer interface is English (US), Simplified Chinese, Castilian Spanish, Japanese. Please note that the questions themselves are available as standard in US English only. The language availability for the admin interface is US English only.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Entry-Level",English (USA),,True,False,K,Knowledge,"[{""title"": ""Flyer"", ""url"": ""https://service.shl.com/docs/Tech Hire Solutions Flyer.pdf"", ""language"": ""English (USA)""}]"
Smart Interview On Demand,https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/,"Smart Interview On Demand is a recorded (asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video of them explaining why they would be an awesome addition to your team. A streamlined, minimum bias screening to ensure you shortlist top talent faster and find those hidden gems you may have otherwise missed. Availability The administrator and evaluator interface is available in US English and Simplified Chinese only, as are the standard question banks. However, custom questions can be added or recorded in any language. The participant interface is available in: Arabic, Brazilian Portuguese, Bulgarian, Canadian French, Chinese, Croatian, Czech, Danish, Dutch, Dutch (Belgium), Estonian, Finnish, French, German, Greek, Hindi, Hungarian, Italian, Indonesian, Japanese, Korean, Latvian, Lithuanian, Malaysian, Mexican Spanish, Norwegian, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Slovenian, Spanish, Swedish, Taiwanese Chinese, Thai, Turkish, UK English, Ukrainian, US English, Vietnamese. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level, Supervisor, Manager, Front Line Manager, General Population, Graduate, Mid-Professional, Professional Individual Contributor","English (USA), Chinese Simplified",,True,False,P,Personality,"[{""title"": ""Flyer"", ""url"": ""https://service.shl.com/docs/TA2001011 Smart Interview Flyer.pdf"", ""language"": ""English International""}]"
Social Media (New),https://www.shl.com/products/product-catalog/view/social-media-new/,Multi-choice test that measures the knowledge about the different social media platforms.,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",English (USA),10,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Social Media (New).pdf"", ""language"": ""English (USA)""}]"
Software Business Analysis,https://www.shl.com/products/product-catalog/view/software-business-analysis/,"The Software Business Analysis test measures ability to acquire and understand business requirements for an IT project, develop technical assets in support of that project, and execute such a project in an optimal strategic manner. Designed for senior-level technical professionals, this test covers the following topics: Business Process, Diagramming and Modeling, Documentation, Joint Application Development, Methodologies and Tools, Project Development, Requirements Gathering, System Design, and User Interface.","Mid-Professional, Professional Individual Contributor",English (USA),30,True,True,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/BB_Fact_Sheet_SoftwareBusinessAnalysis.pdf"", ""language"": ""English (USA)""}]"
SonarQube (New),https://www.shl.com/products/product-catalog/view/sonarqube-new/,"Multi-choice test that measures the knowledge of SonarQube, integration tests, Sonar symbols, wildcards, quality cover and Sonar architecture.","Mid-Professional, Professional Individual Contributor",English (USA),,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/SonarQube (New).pdf"", ""language"": ""English (USA)""}]"
Spelling (U.S.) (New),https://www.shl.com/products/product-catalog/view/spelling-u-s-new/,Multi-choice test that measures the knowledge of correct spellings in English and the ability to identify spelling errors in sentences.,Entry-Level,English (USA),0,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Spelling (U.S.) (New).pdf"", ""language"": ""English (USA)""}]"
Split Screen Typing Test - Form 1,https://www.shl.com/products/product-catalog/view/split-screen-typing-test-form-1/,"This test measures speed and accuracy in typing text presented on the computer screen. In this assessment, the text original is displayed directly above the area in which the test taker must enter the response. The test taker will not need a printed original for the evaluation. This test calculates a score based on the total number of keystrokes, time taken, and number of errors made when typing six passages. This Split Screen Typing Test uses the following method to determine the Net Words Per Minute score: Net Words Per Minute = ((Gross Words Per Minute * Time Taken) - Total Errors) / Time Taken.",Entry-Level,"English (USA), English (Australia), English International",6,True,False,"A, K","Ability, Knowledge","[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Fact_Sheet_Split Screen Typing.pdf"", ""language"": ""English (USA)""}]"
Spring (New),https://www.shl.com/products/product-catalog/view/spring-new/,"Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions.","Mid-Professional, Professional Individual Contributor",English (USA),9,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Spring (New).pdf"", ""language"": ""English (USA)""}]"
SQL (New),https://www.shl.com/products/product-catalog/view/sql-new/,"Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing.","Mid-Professional, Professional Individual Contributor",English (USA),9,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/SQL (New).pdf"", ""language"": ""English (USA)""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/SQL (New) Sample Report.pdf"", ""language"": ""English (USA)""}]"
SQL Server (New),https://www.shl.com/products/product-catalog/view/sql-server-new/,"Multi-choice test that measures the knowledge of basic SQL queries, creating and altering tables, filtering, grouping, aggregation in SQL and querying multiple tables.","Mid-Professional, Professional Individual Contributor",English (USA),11,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/SQL Server (New).pdf"", ""language"": ""English (USA)""}]"
SQL Server Analysis Services (SSAS) (New),https://www.shl.com/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,"Multi-choice test that measures the knowledge of SSAS database, querying multidimensional analysis solutions, cube hierarchies, measures, dimensions, power BI, DAX, MDX, tabular model data access and security.","Mid-Professional, Professional Individual Contributor",English (USA),15,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/SQL Server Analysis Services (SSAS) (1).pdf"", ""language"": ""English (USA)""}]"
SQL Server Integration Services (SSIS) (New),https://www.shl.com/products/product-catalog/view/sql-server-integration-services-ssis-new/,"Multi-choice test that measures the knowledge of SSIS architecture, components, control flow, data flow, transformation, SQL server tasks, SSIS administration, debugging, logging, security deployment, performance, package scheduling, execution and configuration.","Mid-Professional, Professional Individual Contributor",English (USA),10,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/SQL Server Integration Services (SSIS) (New).pdf"", ""language"": ""English (USA)""}]"
SQL Server Reporting Services (SSRS) (New),https://www.shl.com/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,"Multi-choice test that measures the knowledge of SSRS architecture, report creation, formatting, calculations, creating matrix reports and charts, grouping, sorting, report parameters, report management and security.","Mid-Professional, Professional Individual Contributor",English (USA),10,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/SQL Server Reporting Services (SSRS) (New).pdf"", ""language"": ""English (USA)""}]"
Statistical Analysis System (New),https://www.shl.com/products/product-catalog/view/statistical-analysis-system-new/,Multi-choice test that measures the ability to use the SAS software for statistical analysis.,"Mid-Professional, Professional Individual Contributor",English (USA),11,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Statistical Analysis System (New).pdf"", ""language"": ""English (USA)""}]"
Struts (New),https://www.shl.com/products/product-catalog/view/struts-new/,"Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors.","Mid-Professional, Professional Individual Contributor",English (USA),5,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Struts (New).pdf"", ""language"": ""English (USA)""}]"
SVAR - Spoken English (AUS),https://www.shl.com/products/product-catalog/view/svar-spoken-english-aus/,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Entry-Level,English (USA),,True,False,S,Simulation,"[{""title"": ""Fact Sheet"", ""url"": ""https://service.shl.com/docs/SVAR - Spoken English (AUS).pdf"", ""language"": ""English (USA)""}]"
SVAR - Spoken English (Indian Accent) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-english-indian-accent-new/,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Entry-Level,English (USA),,True,False,S,Simulation,"[{""title"": ""Product Flyer"", ""url"": ""https://service.shl.com/docs/Language Assessment Flyer.pdf"", ""language"": ""English (USA)""}]"
